,Id,protoform,DoT,DoS,DoF,symptom
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_6_-related features at high level.",0.0,0.07333333333333333,0.0415469106166708,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_6_-related features at low level.",0.0,0.09666666666666666,0.5292860890358139,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_6_-related features at medium level.",0.0,0.30666666666666664,0.5292860890358139,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_6_-related features at high level.",1.0,0.5466666666666666,0.5292860890358139,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at low level.",0.0,0.39666666666666667,0.4737033693717557,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at medium level.",0.0,0.24333333333333335,0.4737033693717557,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at high level.",0.0,0.33,0.4737033693717557,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at low level.",0.0,0.08,0.03937772998055679,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at medium level.",1.0,0.06333333333333334,0.03937772998055679,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at high level.",0.0,0.06666666666666667,0.03937772998055679,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at low level.",0.0,0.36666666666666664,0.48358556731435415,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at medium level.",0.0,0.27,0.48358556731435415,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_7_-related features at high level.",0.0,0.38,0.48358556731435415,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at low level.",0.0,0.45666666666666667,0.4805685678716363,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at medium level.",1.0,0.33666666666666667,0.4805685678716363,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at high level.",0.0,0.35,0.4805685678716363,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at low level.",0.0,0.056666666666666664,0.05002531951204819,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at medium level.",1.0,0.08,0.05002531951204819,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at high level.",0.0,0.09333333333333334,0.05002531951204819,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at low level.",0.0,0.17666666666666667,0.466072779282982,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at medium level.",0.0,0.24666666666666667,0.466072779282982,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_8_-related features at high level.",1.0,0.4766666666666667,0.466072779282982,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at low level.",0.7537348271120083,0.44666666666666666,0.43747398650834723,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at medium level.",0.0,0.22,0.43747398650834723,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at high level.",0.0,0.21666666666666667,0.43747398650834723,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at low level.",0.0,0.07666666666666666,0.04774268394605174,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at medium level.",1.0,0.09666666666666666,0.04774268394605174,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at high level.",0.0,0.09666666666666666,0.04774268394605174,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at low level.",0.0,0.09333333333333334,0.5114499962122678,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at medium level.",0.0,0.28,0.5114499962122678,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_9_-related features at high level.",1.0,0.5233333333333333,0.5114499962122678,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at low level.",0.0,0.36666666666666664,0.5621421791581108,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at medium level.",0.0,0.27666666666666667,0.5621421791581108,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at high level.",0.0,0.4866666666666667,0.5621421791581108,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at low level.",1.0,0.09333333333333334,0.04546906529663334,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at medium level.",0.0,0.08333333333333333,0.04546906529663334,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at high level.",0.0,0.08666666666666667,0.04546906529663334,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at low level.",1.0,0.35333333333333333,0.38905542221192246,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at medium level.",0.0,0.22666666666666666,0.38905542221192246,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_10_-related features at high level.",0.0,0.2633333333333333,0.38905542221192246,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at low level.",0.8531552002368095,0.52,0.5031570257995251,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at medium level.",0.0,0.28,0.5031570257995251,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at high level.",0.0,0.21333333333333335,0.5031570257995251,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at low level.",0.0,0.09333333333333334,0.057541817756454304,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at medium level.",1.0,0.11666666666666667,0.057541817756454304,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at high level.",0.0,0.12333333333333334,0.057541817756454304,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at low level.",0.0,0.14333333333333334,0.4359678231106871,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at medium level.",0.0,0.22,0.4359678231106871,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_11_-related features at high level.",1.0,0.45666666666666667,0.4359678231106871,6
0,0.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at low level.",0.0,0.31333333333333335,0.46220329766363366,6
1,1.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at medium level.",0.0,0.23,0.46220329766363366,6
2,2.0,"Among records that contribute against predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at high level.",0.0,0.16333333333333333,0.46220329766363366,6
3,3.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at low level.",1.0,0.05333333333333334,0.03174163306214995,6
4,4.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at medium level.",0.0,0.0033333333333333335,0.03174163306214995,6
5,5.0,"Among records that contribute around zero to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at high level.",0.0,0.0,0.03174163306214995,6
6,6.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at low level.",0.0,0.18666666666666668,0.5027217359408831,6
7,7.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at medium level.",0.0,0.27,0.5027217359408831,6
8,8.0,"Among records that contribute positively to predicting 6 class, most of them have pcm_fftMag_mfcc_12_-related features at high level.",0.0,0.33666666666666667,0.5027217359408831,6
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_LOGenergy_sma-related features at low level.",1.0,0.3,0.26568668499202597,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_LOGenergy_sma-related features at medium level.",0.0,0.14333333333333334,0.26568668499202597,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_LOGenergy_sma-related features at high level.",0.0,0.01,0.26568668499202597,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at low level.",1.0,0.18333333333333332,0.10027207942589987,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at medium level.",0.0,0.12666666666666668,0.10027207942589987,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at high level.",0.0,0.01,0.10027207942589987,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at low level.",0.0,0.2,0.6307079022487407,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at medium level.",0.0,0.3566666666666667,0.6307079022487407,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_LOGenergy_sma-related features at high level.",0.7106403655325201,0.4866666666666667,0.6307079022487407,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_zcr_sma-related features at low level.",0.0,0.15,0.6228876231619975,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_zcr_sma-related features at medium level.",0.0,0.38333333333333336,0.6228876231619975,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_zcr_sma-related features at high level.",0.8821233476237924,0.49666666666666665,0.6228876231619975,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_zcr_sma-related features at low level.",1.0,0.11333333333333333,0.046984702512683614,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_zcr_sma-related features at medium level.",0.23706191995204634,0.08333333333333333,0.046984702512683614,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_zcr_sma-related features at high level.",0.0,0.0,0.046984702512683614,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_zcr_sma-related features at low level.",1.0,0.35333333333333333,0.32679434099198545,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_zcr_sma-related features at medium level.",0.0,0.12,0.32679434099198545,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_zcr_sma-related features at high level.",0.0,0.0,0.32679434099198545,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have voiceprob_sma-related features at low level.",0.0,0.23333333333333334,0.5184185501592421,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have voiceprob_sma-related features at medium level.",0.0,0.30666666666666664,0.5184185501592421,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have voiceprob_sma-related features at high level.",0.13930468516141328,0.49333333333333335,0.5184185501592421,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have voiceprob_sma-related features at low level.",1.0,0.06333333333333334,0.04696111143030433,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have voiceprob_sma-related features at medium level.",0.0,0.07,0.04696111143030433,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have voiceprob_sma-related features at high level.",0.0,0.07666666666666666,0.04696111143030433,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have voiceprob_sma-related features at low level.",1.0,0.33666666666666667,0.4312870050771202,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have voiceprob_sma-related features at medium level.",0.0,0.25333333333333335,0.4312870050771202,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have voiceprob_sma-related features at high level.",0.0,0.31,0.4312870050771202,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have f0_sma-related features at low level.",0.0,0.2733333333333333,0.7633886884527147,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have f0_sma-related features at medium level.",0.0,0.52,0.7633886884527147,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have f0_sma-related features at high level.",0.0,0.5066666666666667,0.7633886884527147,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have f0_sma-related features at low level.",1.0,0.03333333333333333,0.015799599068458858,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have f0_sma-related features at medium level.",0.0,0.02666666666666667,0.015799599068458858,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have f0_sma-related features at high level.",0.0,0.0,0.015799599068458858,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have f0_sma-related features at low level.",1.0,0.22666666666666666,0.21747837914549317,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have f0_sma-related features at medium level.",0.0,0.02,0.21747837914549317,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have f0_sma-related features at high level.",0.0,0.0,0.21747837914549317,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have f0env_sma-related features at low level.",0.0,0.11333333333333333,0.5789745287964558,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have f0env_sma-related features at medium level.",0.0,0.36333333333333334,0.5789745287964558,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have f0env_sma-related features at high level.",1.0,0.49666666666666665,0.5789745287964558,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have f0env_sma-related features at low level.",0.0,0.1,0.06169457678810478,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have f0env_sma-related features at medium level.",1.0,0.11333333333333333,0.06169457678810478,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have f0env_sma-related features at high level.",0.0,0.013333333333333334,0.06169457678810478,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have f0env_sma-related features at low level.",1.0,0.38333333333333336,0.3559975610821061,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have f0env_sma-related features at medium level.",0.0,0.13666666666666666,0.3559975610821061,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have f0env_sma-related features at high level.",0.0,0.0,0.3559975610821061,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at low level.",0.0,0.66,0.9545394463421637,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at medium level.",0.6500550051702515,0.69,0.9545394463421637,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at high level.",0.0,0.9333333333333333,0.9545394463421637,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at low level.",1.0,0.67,0.039681434496051694,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at medium level.",0.0,0.6866666666666666,0.039681434496051694,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at high level.",0.0,0.93,0.039681434496051694,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at low level.",1.0,0.013333333333333334,0.002445785828451567,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at medium level.",0.0,0.0,0.002445785828451567,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-250_sma-related features at high level.",0.0,0.0,0.002445785828451567,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at low level.",1.0,0.8666666666666667,0.8997916740816171,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at medium level.",0.0,0.0,0.8997916740816171,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at high level.",0.0,0.8,0.8997916740816171,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at low level.",1.0,0.88,0.07956485628753794,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at medium level.",0.0,0.0,0.07956485628753794,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at high level.",1.0,0.8266666666666667,0.07956485628753794,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at low level.",0.8760774864491696,0.02,0.017310136297511314,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at medium level.",0.0,0.0,0.017310136297511314,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_fband0-650_sma-related features at high level.",1.0,0.04,0.017310136297511314,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at low level.",0.0,0.33666666666666667,0.4022363618648007,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at medium level.",0.0,0.26666666666666666,0.4022363618648007,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at high level.",0.0,0.2866666666666667,0.4022363618648007,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at low level.",0.0,0.02666666666666667,0.03354575037059798,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at medium level.",1.0,0.05333333333333334,0.03354575037059798,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at high level.",0.0,0.05333333333333334,0.03354575037059798,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at low level.",0.0,0.25333333333333335,0.5608845544312678,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at medium level.",0.0,0.25,0.5608845544312678,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff25_0_sma-related features at high level.",0.0,0.4633333333333333,0.5608845544312678,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at low level.",0.0,0.04666666666666667,0.3358852095031112,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at medium level.",0.0,0.24333333333333335,0.3358852095031112,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at high level.",1.0,0.30333333333333334,0.3358852095031112,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at low level.",0.0,0.02,0.02583159967310621,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at medium level.",1.0,0.056666666666666664,0.02583159967310621,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at high level.",0.0,0.04,0.02583159967310621,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at low level.",0.3140636564472044,0.4533333333333333,0.6349498574904494,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at medium level.",0.0,0.38666666666666666,0.6349498574904494,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff50_0_sma-related features at high level.",0.0,0.19666666666666666,0.6349498574904494,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at low level.",0.0,0.24666666666666667,0.2910737017527054,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at medium level.",0.0,0.17666666666666667,0.2910737017527054,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at high level.",0.0,0.13,0.2910737017527054,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at low level.",0.735364585337165,0.03,0.013070914809237355,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at medium level.",1.0,0.03,0.013070914809237355,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at high level.",0.0,0.01,0.013070914809237355,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at low level.",0.0,0.49666666666666665,0.6925220501047239,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at medium level.",0.0,0.32,0.6925220501047239,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff75_0_sma-related features at high level.",0.0,0.44333333333333336,0.6925220501047239,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",0.04293762229197751,0.14666666666666667,0.2033203098945021,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.10333333333333333,0.2033203098945021,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.0,0.07,0.2033203098945021,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",1.0,0.03,0.016555573561073875,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.01,0.016555573561073875,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.0,0.0,0.016555573561073875,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",0.0,0.36,0.7767907832110907,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.4,0.7767907832110907,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.0,0.42333333333333334,0.7767907832110907,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",0.0,0.56,0.7340384746857505,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.42,0.7340384746857505,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",0.0,0.5633333333333334,0.7340384746857505,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",1.0,0.13,0.06385802088731884,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.07,0.06385802088731884,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",0.0,0.07333333333333333,0.06385802088731884,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",0.0,0.11333333333333333,0.19877017109359738,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.09333333333333334,0.19877017109359738,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",0.5730485146050558,0.19666666666666666,0.19877017109359738,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",0.0,0.006666666666666667,0.3067837742122028,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",0.0,0.09666666666666666,0.3067837742122028,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",1.0,0.30666666666666664,0.3067837742122028,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",0.0,0.0,0.01897218765679295,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",1.0,0.043333333333333335,0.01897218765679295,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",1.0,0.043333333333333335,0.01897218765679295,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",0.6789411968272842,0.49,0.670910704797671,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",0.0,0.4033333333333333,0.670910704797671,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",0.0,0.19,0.670910704797671,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",1.0,0.2866666666666667,0.3918292448863648,7
1,1.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.20666666666666667,0.3918292448863648,7
2,2.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",0.0,0.29,0.3918292448863648,7
3,3.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",1.0,0.043333333333333335,0.026610645138386083,7
4,4.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.023333333333333334,0.026610645138386083,7
5,5.0,"Among records that contribute around zero to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",0.0,0.023333333333333334,0.026610645138386083,7
6,6.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",0.612413994528881,0.37666666666666665,0.5782267766419158,7
7,7.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.3333333333333333,0.5782267766419158,7
8,8.0,"Among records that contribute positively to predicting 7 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",0.0,0.49,0.5782267766419158,7
0,0.0,"Among records that contribute against predicting 7 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",0.0,0.24,0.6461757583036266,7
